
0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0,11.0
1.0,2.0,3.0,2.0,7.0,5.0,4.0,8.0,5.0,6.0,12.0,13.0,7.0,10.0,9.0,11.0,12.0,11.0,13.0,12.0
431.9917140071317,450.08804265696756,871.3928755391763,987.4687277026435,393.80436143886163,385.40115823862584,690.1531501319637,760.0428633646752,680.7692219050523,0.0,0.0,867.3280413688408,886.2646457783094,0.0,512.3569339626139,0.0,863.9451531922724,463.5722472886225,737.0834301027331,0.0

0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0,11.0
1.0,2.0,3.0,2.0,7.0,5.0,4.0,8.0,5.0,6.0,12.0,13.0,7.0,10.0,9.0,11.0,12.0,11.0,13.0,12.0
0.0,0.0,0.0,957.2424192837098,991.3286780966887,0.0,404.81802270672836,330.2152409772499,948.263045782707,0.0,804.9698322572928,0.0,542.2123822363624,0.0,406.19486845704387,0.0,0.0,0.0,0.0,883.7010013234357

0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0,11.0
1.0,2.0,3.0,2.0,7.0,5.0,4.0,8.0,5.0,6.0,12.0,13.0,7.0,10.0,9.0,11.0,12.0,11.0,13.0,12.0
0.0,768.08077654102,976.3919863284382,735.7512402552484,607.9173971806833,985.1349396015723,303.0031111716756,0.0,445.89536103225794,283.76081169897134,454.11103274228583,0.0,0.0,0.0,0.0,919.2393703059024,0.0,0.0,737.200032613301,0.0

0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0,11.0
1.0,2.0,3.0,2.0,7.0,5.0,4.0,8.0,5.0,6.0,12.0,13.0,7.0,10.0,9.0,11.0,12.0,11.0,13.0,12.0
0.0,673.8373472844892,473.1719450252094,961.4094864603951,943.686361302229,725.5828692487257,1021.3091182291739,0.0,0.0,0.0,787.5345753514874,447.6431325786488,315.3974613597278,849.332282786872,646.6864109222129,551.2691725660427,502.13750652772694,0.0,0.0,620.1865445597102

0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,7.0,8.0,8.0,9.0,10.0,10.0,11.0
1.0,2.0,3.0,2.0,7.0,5.0,4.0,8.0,5.0,6.0,12.0,13.0,7.0,10.0,9.0,11.0,12.0,11.0,13.0,12.0
1019.39869240155,0.0,408.06214251478673,424.0895273823779,0.0,971.6752369515093,655.5904874161392,795.2586135916556,0.0,0.0,0.0,829.7440584547205,0.0,0.0,810.0013986968721,978.6966350624559,0.0,307.4465826619694,0.0,0.0
